0,1,3
0,1,3
3,1,3
0,2,3
0,2,3
0,2,3
0,3,3
0,3,3
3,3,3
0,4,4
2,4,4
5,4,4
7,5,4
5,5,4
2,6,4
0,6,4
0,7,3
0,7,3
3,7,3
9,8,3
0,8,3
1,8,3
0,9,3
0,9,3
2,9,3
9,10,3
0,10,3
2,10,3
0,11,3
1,11,3
0,11,3
0,12,3
0,12,3
8,12,3
0,13,1
0,13,1
1,13,1
0,14,1
0,14,1
9,14,1
0,15,1
1,15,1
0,15,1
0,16,4
8,16,4
0,17,4
3,17,4
0,18,3
2,18,3
